id,title,price,link
354831850862,Donner HUSH-I Pro Headless E-Akustikgitarre Multi-Effekt-Pedal integriert,,https://www.ebay.ch/itm/354831850862?itmmeta=01K6QTJBMK5ZA6ATYYA3NA56J3&hash=item529da05d6e:g:4ZsAAOSwFmxmhRu-&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30nMSg85oSz6UyXREiohaU5rT56gqaFlr9tjOCjcgcrruIcvAWOl8ENVOhpsOk90xDKns0X7DBdPWNnfrAmQL8qVKjZ8f6jtAld9iQtgh5BWwSPj4XPXv4JHb2BppzvejdhVMfjs29oLkoAezyWmew2WTfzHbm5FD1d8VlTCj8m093dOtPeCNE4JV8yHJKSkWhWnkF6v1h6gp87b%2F5zfVT34xDfoUUufFmf4EsaoU%2Fl4KXaGs7IV1lEfLUsG5PZWghSi9ZCXZY%2Fv5AK6ME54%2Bevc%7Ctkp%3ABFBMtrrJ-rVm
357555305659,Elektrische leise Reisegitarre ultra kurze Mensur Länge US WH & Gigbag E65-NA,,https://www.ebay.ch/itm/357555305659?itmmeta=01K6QTJBMK45QCMF4R4FJDVS44&hash=item533ff4fcbb:g:ihsAAeSwyBxotmD6&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30lFLDWVN57xw34AljtZ6cdBQG%2BYdAHhkaU7zkC4Nsn1rmvl6Ods4p3%2F84E9tyjYVIYD0jeGHMaKXr%2FSEdWSndg0WpQsnjkHZVAS4U3CJ9bF55S8g0yBbjNo8KKL47LJXbaqPvUTGuZ8%2BtBH47kTi5mI2FarZgnJXD98LFl8ZPG9sLaLm%2BvYG4t4oXghJJzricHAKXhNb7feAQesfk5o5H64Z4JIwRbI0hiZFRPTrvMHV0XSyE1sqy6CkyzBJUX9bKD8Nfnpe1eym4mbzPToumly%7Ctkp%3ABFBMtrrJ-rVm
365838665992,US WH volle Mensur Länge elektrische Akustikgitarre leise Reisen tragbar F75-BK,,https://www.ebay.ch/itm/365838665992?itmmeta=01K6QTJBMKTQHV8CT6BKMYJ4JJ&hash=item552daf0908:g:QQ0AAeSwkGtotlSj&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30kKJYI6XS5AP6IlUMlvZmjngUYMRAaZxNlIRUlIcBT6uueXSeknQL14EFyvL8vy9mCMHR0fEF7MER0jhAISfG0%2FHjoYP2LJGhkCyHHrT9SzJRPQRk8Cok2V--62t8bIpCtqJgt%2BS6UWCddEOu%2BwgJmW1axtxELbQoBasI6h2pJ0HkzXzqW4pnfi9S8JICMj1IYsvQb--sW4TTFamOD5S6Jh1jv51kH64hRneXTx%2BV3eBnXgqBPABNAJoumq0cpu8YEFAbVuBf%2F8fkiaEd25%2BMrf%7Ctkp%3ABFBMtrrJ-rVm
167761494562,Elektrische leise Reisegitarre ultra kurze Mensur Länge US WH & Gigbag E65-NA,,https://www.ebay.ch/itm/167761494562?itmmeta=01K6QTJBMKH5DDYYK31S0Q36KJ&hash=item270f5d4222:g:ooIAAeSwcHhotlb0&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30lq2nRCmm5RkSP%2FGFlv3UjINlgVYnih1hUFIl61QSzwCRAc%2BCyB9rdCVivNk7MVO%2BkhNBfu7xWiAmTXyGBmMnSbzVHSaJaRfdeyn%2FsJJAkuYC5wcs5gpSK91GvN%2F0rF6XfqxrD2R6n2hEtaP2eyTL1WHZprVl30qineves8eFRt8Y0uKnwxlH3kXy6Cxrmq%2B14BFAnmn1WxFpfy%2Bz7aDhmvM7ZahpWoKh9uEBsqhLeFKKEWRMYrfOWNB%2FZ%2BKXgdriZIeUXxn0k%2B7A%2B65LcXiICZ%7Ctkp%3ABFBMtrrJ-rVm
317364301532,Donner HUSH-I Pro E-Akustikgitarre mit Tasche Multieffektpedal integriert,,https://www.ebay.ch/itm/317364301532?itmmeta=01K6QTJBMK6PSG9SYX0BX2GVMM&hash=item49e462eedc:g:PrQAAeSwjmBo3ze8&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30lWuekCYVFRsyO5S41lgvtN9EDHyJBBxo0f63%2Fz6Xt3i1v3uEIja7ZbU%2FOagMqd%2BOh0MqzMTpNkeIDdzPqeyenL08qq9q0f41F9mp0ysDwWp0bKSQ4B0Fr6taaO1OXWtUVslvxNdMKGJNCU8gvZZ1zNYa8EhKjDrgExohTg5hEIEGNi3f5TXqpmHOIT%2FmToS0C8o7ddTAkLVtpzl99RL7OPI8dKYZFq2qCk8mwUomLofw%3D%3D%7Ctkp%3ABk9SR7a6yfq1Zg
317355569694,Donner HUSH I Akustik E-Gitarre mit Gigbag Kopfhörer Mahagoniholz,,https://www.ebay.ch/itm/317355569694?itmmeta=01K6QTJBMKFP3J22D4E3XBGY1V&hash=item49e3ddb21e:g:jmMAAOSwsJxnPIre&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30m8PQ6GvVupwCTdPCt5Sij2F6l9s%2FAqaE4jEGDwcyotXjbE3eKakUM%2BRgd%2BD%2Ft6yvL0GXyJNDWW39x5abUjqHTIqQffLyXqpdgpjUXCPMFucuTyfAbcjZc6C3PJbYYieIN5TjSWTx8ryStrrq2JABJ9Hb7SCuiN%2FKnaCihtuLBM67aXQ375j4sygnLpSVxH85C7CGnSJAXtn5QvsZ3mFIWyOWEKrBPscDkqxfBSEvvzSNifiKyB1CiOhMgTIR5BwcqsU%2B2y41NhBHcgvymv7vpL%7Ctkp%3ABk9SR7a6yfq1Zg
316698110888,Donner HUSH I Akustik E-Gitarre mit Gigbag Kopfhörer Mahagoniholz,,https://www.ebay.ch/itm/316698110888?itmmeta=01K6QTJBMKZR8XYGPZ5431SJ9D&hash=item49bcadaba8:g:3V8AAOSw0ONoRTUX&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30kTitUFUp%2FmA2U83t0jqGK27KWPiGjKxr%2BUaWwBDOuEpObY60wmNgy3MPI6yC0UT3q%2FBNNkVuDgBUYzgOTCv3toqAFpCQQwnrXeOEtDfZCFlYELb9u%2BYSsK8JOB%2F4xu1yFWT95cZygPfLbnQg9%2FLaLdW0N8WZeoDcdSBWTcxdv8iQ%2Fp82KhM0zTyiWBOp4OC0sq%2FNMJj8ugLg1CFWLKuVOBJK85QjdclgVDjGqUxNCfEtY2LAI3LjgfXDiAcGKROsOzbwietW1zVLvXFUrf83B5%7Ctkp%3ABk9SR7a6yfq1Zg
317355569660,Donner HUSH I akustische E-Gitarre mit Gigbag & Zubehör | Sunburst,,https://www.ebay.ch/itm/317355569660?itmmeta=01K6QTJBMKPMBBS18FP8YVM6PX&hash=item49e3ddb1fc:g:2NAAAOSwzgZnKYTZ&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30nqD3lFmXj5M4PnX8w9LB7Slz9auNZksGRY%2FI9f5XMDyu3xCrOdMVmUcKbaddILTU6pk8ZYJCZRxhgQLSzQXF0B7lK6YhuISj9P8DlmzD84r9mYjhiJYxDj3hk7fdczziWasghw4KCd%2FiM7ST8E9DDFu1UDXUtY%2BgkckngfBAO3u%2BaWDYX4BkAOy95L9bnezr3EEMOx8V1Xi7dz4UH7CLgl3OR7qiq7zDBox3lGr9O2Sw%3D%3D%7Ctkp%3ABk9SR7a6yfq1Zg
317359928506,Donner HUSH-I Pro Headless Multi-Effekt-Pedal für elektrische Akustikgitarre eingebaut,,https://www.ebay.ch/itm/317359928506?itmmeta=01K6QTJBMKPGN9P807033D6GH7&hash=item49e42034ba:g:4ZsAAOSwFmxmhRu-&itmprp=enc%3AAQAKAAAAwMHg7L1Zz0LA5DYYmRTS30lzU%2Bdlf4ElxKB2s%2FyLK18O1eutftCV2q04NSOKoMw87jXe7v8r9jClzavKFEerESHzpWnO5l35fdG3mH65M%2BsDfjXk3FVr4K5ElKp9bGFugPCrjfTy76o3SOWVJLohy2xtLXxIPs2vMZJQKFsG%2BzZy53z6uNlJu8ge%2FJa17zfuO7fpDeUwKgGqT2eHRR%2Fb97h%2FTX%2Bn9%2Bw7Aci%2BL5LU9Qu2nw0%2F7Su2Z7Ucj%2FtKCC9IHw%3D%3D%7Ctkp%3ABk9SR7a6yfq1Zg
376579785226,Leego Headless akustische elektrische Reisegitarre tragbar mit Gigbag,,https://www.ebay.ch/itm/376579785226?itmmeta=01K6QTJBMK7JWJAHASDJDMEDSS&hash=item57ade7820a:g:vJkAAeSwwb1o1~i4&itmprp=enc%3AAQAKAAAA4MHg7L1Zz0LA5DYYmRTS30npmAkm2yODN0lleXLd%2FgcklAQeEfcMg6AErQqr%2F3tIXd5mYvH2FCTzYCPhS48PeAY7Cmsa1BfPqTB9jew3GzlPJBcsUh%2FMwE0WdulEJHGZzajaCHFGAmPviUqH7h0%2BnwVileW285p3N0e4SntI9rv9twn83C4Da%2BHw7Y%2ByQ29sQ6ROmxq1hPqUivmalj7Ec4OXjN5--2rjqyy1EsdFFcSBZV6Q4nMsuCwuR1poLe%2FFKWI%2F8YQbZ23DCug3WX1cl8vNtqjrCzNIJh4QkLgjJHiu%7Ctkp%3ABk9SR7a6yfq1Zg
